Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,2:59:42,0:4,3:2:32,,0,0,0,0,,0,0,,PlayerQuit,
