Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,4:57:7,0:17,4:57:27,,2,1,1,4,,75,25,,PlayerQuit,
