Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,1:45:35,0:5,1:45:42,,0,0,0,0,,0,0,,PlayerQuit,
