Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,3:2:38,0:4,3:2:43,,2,0,0,2,,20,0,,PlayerQuit,
