Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,3:6:28,0:4,4:43:8,,6,0,0,6,,115,0,,PlayerLoss,
