Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,1:58:47,0:11,1:59:0,,0,0,0,0,,0,0,,PlayerQuit,
