Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,1:47:24,1:3,1:48:59,,1,0,0,1,,50,0,,PlayerQuit,
