Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,1:40:4,0:22,1:40:35,,0,0,0,0,,0,0,,PlayerQuit,
