Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,3:4:42,0:14,3:5:2,,3,2,1,6,,125,50,,PlayerQuit,
