Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,1:37:47,0:3,1:37:52,,0,0,0,0,,0,0,,PlayerQuit,
