Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,1:46:55,0:13,1:47:11,,1,0,0,1,,10,0,,PlayerQuit,
