Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
12/12,2:27:43,0:2,2:27:47,,0,0,0,0,,0,0,,PlayerQuit,
