Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
12/12,2:28:48,0:1,2:28:49,,0,0,0,0,,0,0,,PlayerQuit,
