Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,1:38:56,0:3,1:39:0,,0,0,0,0,,0,0,,PlayerQuit,
