Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,1:49:18,0:20,1:49:41,,0,0,0,0,,0,0,,PlayerQuit,
