Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,1:4:10,0:10,1:4:25,,0,0,0,0,,0,0,,PlayerQuit,
