Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,4:55:0,0:16,4:55:34,,0,0,1,1,,0,0,,PlayerWin,
