Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,1:5:2,0:11,1:5:16,,0,0,0,0,,0,0,,PlayerQuit,
