Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,1:13:2,16:39,1:35:11,,0,0,0,0,,0,0,,PlayerQuit,
