Date,StartTime,GameTime,EndTime,,DamageItems,HealthItems,StaminaItems,TotalItems,,DamageTaken,HealthHealed,,ExitReason
16/12,2:48:51,1:4,2:50:8,,4,4,2,10,,125,100,,PlayerQuit,
